11/04/2025;0000009462;1.00;0,90
28/01/2025;0000010966;1.00;0,79
11/06/2025;0000013446;1.00;0,50
05/02/2025;0000011254;1.00;0,98
11/06/2025;0000005075;2.00;2,90
08/02/2025;0000012168;7.00;9,45
11/04/2025;0000015477;4.00;3,40
16/04/2025;0000013969;8.00;2,80
05/05/2025;0000015491;1.00;0,92
05/09/2025;0000005003;1.00;0,99
13/08/2025;0000014319;1.00;0,87
21/05/2025;0000013541;1.00;1,20
21/08/2025;0000010754;1.00;0,60
07/08/2025;0000004907;5.00;5,00
16/08/2025;0000005590;1.00;1,65
27/03/2025;0000006258;2.00;0,66
03/08/2025;0000005248;145.55;65,25
23/03/2025;0000014215;1.00;1,75
01/04/2025;0000011213;1.00;0,41
12/05/2025;0000009132;2.00;3,06
07/03/2025;0000007229;3.00;2,40
27/04/2025;0000014246;9.00;8,13
19/02/2025;0000014054;24.00;22,80
24/08/2025;0000013758;4.50;8,73
02/08/2025;0000015673;1.00;0,20
19/01/2025;0000005043;56.00;55,44
11/01/2025;0000010308;9.00;3,24
25/06/2025;0000014367;6.00;12,20
21/01/2025;0000004688;1.00;3,00
15/03/2025;0000012754;1.00;1,70
28/04/2025;0000004594;3.00;2,97
03/05/2025;0000014224;5.00;3,00
12/04/2025;0000011753;1.00;1,10
11/02/2025;0000004706;8.00;8,40
16/04/2025;0000007550;2.00;1,50
04/01/2025;0000011848;1.00;0,86
28/02/2025;0000006868;9.00;3,98
19/03/2025;0000015565;1.00;0,30
21/04/2025;0000006622;1.00;2,15
31/01/2025;0000005574;1.00;1,80
17/01/2025;0000015107;1.00;0,60
09/06/2025;0000006419;2.00;1,50
23/04/2025;0000014258;1.00;0,73
14/03/2025;0000012054;1.00;1,40
17/02/2025;0000012079;5.00;10,00
25/04/2025;0000004916;6.00;5,04
06/02/2025;0000005282;2.00;1,92
13/02/2025;0000007548;1.00;2,09
20/01/2025;0000007572;1.00;0,70
17/02/2025;0000012753;1.00;1,65
06/01/2025;0000004995;8.00;16,40
23/08/2025;0000004605;3.00;1,74
24/05/2025;0000015580;1.00;2,95
24/01/2025;0000010174;1.00;2,82
11/08/2025;0000007092;5.00;9,00
16/02/2025;0000010520;9.00;6,03
17/08/2025;0000014957;1.00;0,80
16/06/2025;0000005059;5.00;8,25
19/06/2025;0000004931;1.00;1,20
03/04/2025;0000015136;3.00;5,40
18/07/2025;0000005619;5.00;7,50
15/08/2025;0000012392;2.00;2,40
23/05/2025;0000015033;4.00;2,20
05/02/2025;0000012913;3.00;5,55
12/03/2025;0000013056;1.00;0,90
27/01/2025;0000015067;9.90;18,90
28/01/2025;0000009493;3.00;2,97
16/08/2025;0000015673;24.00;3,30
23/08/2025;0000005014;1.00;1,30
01/06/2025;0000006961;2.00;3,40
