0000005512;Dis.                                              ;30.000
0000005512;Cja.                                              ;360.000
0000006503;Und.                                              ;1.000
0000006503;Neg.                                              ;3.000
0000006503;Cja.                                              ;12.000
0000006504;Und.                                              ;1.000
0000006504;Neg.                                              ;3.000
0000006504;Cja.                                              ;24.000
0000006505;Und.                                              ;1.000
0000006505;Neg.                                              ;3.000
0000006505;Cja.                                              ;24.000
0000008214;Und                                               ;1.000
0000006482;Und.                                              ;1.000
0000006482;Neg.                                              ;3.000
0000006482;Cja.                                              ;21.000
0000006186;Neg.                                              ;3.000
0000005892;Und.                                              ;1.000
0000008241;Und                                               ;1.000
0000005049;Und.                                              ;50.000
0000006080;Cja.                                              ;12.000
0000006522;Und.                                              ;1.000
0000006376;Cja.                                              ;48.000
0000007190;Cja.                                              ;40.000
0000006520;Und.                                              ;1.000
0000006521;Und.                                              ;1.000
0000006601;Cja.                                              ;12.000
0000004974;Und                                               ;1.000
0000005435;Und.                                              ;1.000
0000005435;Dis.                                              ;12.000
0000006536;Und.                                              ;1.000
0000006536;Neg.                                              ;3.000
0000006537;Und.                                              ;1.000
0000006538;Und.                                              ;1.000
0000006540;Und.                                              ;1.000
0000007353;Und.                                              ;1.000
0000007353;Neg.                                              ;3.000
0000007353;Cja.                                              ;42.000
0000007360;Und.                                              ;1.000
0000008816;Und                                               ;1.000
0000008621;Cja.                                              ;15.000
0000007281;Und.                                              ;1.000
0000009199;Und                                               ;1.000
0000009022;Und                                               ;1.000
0000009199;Caj.                                              ;36.000
0000009021;Und                                               ;1.000
0000007129;Cja.                                              ;64.000
0000008001;Bul.                                              ;50.000
0000007843;Und.                                              ;1.000
0000007843;Caj.                                              ;80.000
0000006253;Und.                                              ;1.000
0000005631;Und.                                              ;1.000
0000005632;Und.                                              ;1.000
0000009615;Und                                               ;1.000
0000008953;Caj.                                              ;12.000
0000006136;Und.                                              ;1.000
0000005292;Neg.                                              ;3.000
0000006136;Neg.                                              ;3.000
0000009423;Und                                               ;1.000
0000007216;Und.                                              ;1.000
0000006592;Und.                                              ;1.000
0000006648;Paq.                                              ;6.000
0000008816;Und                                               ;0.250
0000006213;Und.                                              ;1.000
0000007759;Caj.                                              ;12.000
0000006179;Neg.                                              ;3.000
0000004969;Und                                               ;1.000
0000005047;Cja.                                              ;40.000
0000008551;Und                                               ;1.000
0000006502;Und.                                              ;1.000
0000009048;Und                                               ;1.000
0000009200;Und                                               ;1.000
0000006502;Neg.                                              ;3.000
0000006502;Cja.                                              ;48.000
0000005103;Und                                               ;1.000
0000005613;Und.                                              ;1.000
0000005613;Neg.                                              ;3.000
0000005658;Und.                                              ;0.010
0000005613;Cja.                                              ;12.000
0000009201;Und                                               ;1.000
0000009202;Und                                               ;1.000
0000009202;Caj.                                              ;36.000
